Age Group,Light Condition Desc,ACCIDENT_NO
70+,Day,32005036480
70+,Dusk/Dawn,42005027179
70+,Day,32005013590
70+,Day,52005022634
22-25,Day,32005007805
22-25,Day,42005006724
30-39,Day,52005018221
17-21,Dusk/Dawn,52005015075
30-39,Day,32005036418
40-49,Day,32005007328
17-21,Day,42005020358
64-69,Day,42005027667
17-21,Day,32005039565
17-21,Dark Street lights on,42005016015
17-21,Day,42005021695
17-21,Dark Street lights on,32005030781
17-21,Day,32005042786
17-21,Dusk/Dawn,42005024201
17-21,Dark No street lights,52005039764
17-21,Day,52005027896
17-21,Day,52005032906
17-21,Day,32005042077
17-21,Day,32005007489
17-21,Day,32005006360
17-21,Day,32005035902
17-21,Dusk/Dawn,32005033350
17-21,Dusk/Dawn,42005014020
17-21,Unknown,52005032605
17-21,Day,42005021493
17-21,Day,32005021665
17-21,Day,32005025200
17-21,Day,32005038664
17-21,Dark Street lights on,32005040325
17-21,Day,32005008063
17-21,Dark Street lights on,52005037316
17-21,Day,52005003412
17-21,Unknown,52005016855
17-21,Dark Street lights on,32005003510
17-21,Day,32005038504
17-21,Dark Street lights on,32005037873
17-21,Day,32005035465
17-21,Day,42005007552
17-21,Dusk/Dawn,42005026256
17-21,Day,42005007031
17-21,Day,42005032234
17-21,Day,42005030072
17-21,Dusk/Dawn,52005017189
17-21,Dark Street lights on,42005019351
17-21,Day,52005036949
17-21,Day,52005023925
17-21,Day,52005042831
17-21,Day,42005005674
17-21,Day,52005007088
17-21,Day,32005014424
17-21,Day,52005036889
22-25,Day,32005036534
22-25,Day,42005033531
22-25,Dark Street lights on,52005037510
22-25,Day,52005035989
22-25,Day,52005023772
22-25,Dark Street lights on,52005025297
22-25,Day,52005023941
22-25,Day,32005028671
22-25,Day,52005039241
22-25,Day,32005037539
22-25,Dark Street lights on,42005012282
22-25,Day,42005009035
22-25,Dusk/Dawn,42005016317
22-25,Day,52005021748
22-25,Dusk/Dawn,42005022422
22-25,Day,52005032268
22-25,Day,52005014059
22-25,Dark Street lights on,52005011760
22-25,Day,52005040919
22-25,Dark Street lights on,42005004950
22-25,Dark Street lights on,32005026615
22-25,Day,42005022292
22-25,Day,42005001742
22-25,Day,32005025238
22-25,Day,52005002101
22-25,Day,52005028030
22-25,Day,52005035053
22-25,Dark Street lights on,42005024594
22-25,Day,42005024274
22-25,Day,42005030956
22-25,Day,32005027750
26-29,Day,32005015902
26-29,Day,32005041968
26-29,Dark Street lights on,42005011307
26-29,Day,42005026805
26-29,Day,42005017334
26-29,Day,32005007824
26-29,Dusk/Dawn,32005015345
26-29,Dark Street lights on,42005016298
26-29,Day,42005007753
26-29,Dark Street lights on,32005018441
26-29,Day,32005028936
26-29,Day,32005024541
26-29,Day,32005034921
26-29,Day,52005015864
26-29,Dark Street lights on,52005019175
26-29,Day,52005019551
26-29,Day,52005028295
26-29,Day,52005041939
26-29,Day,42005026524
26-29,Day,32005010131
26-29,Day,32005022622
26-29,Dark Street lights on,32005031156
26-29,Day,52005024779
26-29,Day,42005017785
26-29,Day,32005016623
26-29,Dark Street lights on,42005008888
26-29,Dusk/Dawn,52005024914
26-29,Day,52005038782
26-29,Day,32005036179
26-29,Dusk/Dawn,42005011742
26-29,Day,52005007436
26-29,Day,42005025925
26-29,Dusk/Dawn,52005031645
26-29,Day,52005027808
26-29,Day,52005030486
26-29,Day,32005006965
26-29,Dusk/Dawn,42005013703
26-29,Dark Street lights on,42005013135
26-29,Day,52005040185
26-29,Day,52005032304
30-39,Day,32005041015
30-39,Dark Street lights on,32005034965
30-39,Dark Street lights on,42005028960
30-39,Dark Street lights on,42005031806
30-39,Dark Street lights off,32005024532
30-39,Day,42005029368
30-39,Day,52005027046
30-39,Day,42005026599
30-39,Dark Street lights on,32005036823
30-39,Day,32005004014
30-39,Day,32005008058
30-39,Dark Street lights off,32005021854
30-39,Day,52005036920
30-39,Day,52005010268
30-39,Dark Street lights on,52005030507
30-39,Dark Street lights on,32005014755
30-39,Day,32005033633
30-39,Dusk/Dawn,42005033514
30-39,Day,42005023016
30-39,Day,42005016871
30-39,Day,42005033266
30-39,Day,32005014415
30-39,Day,52005029112
30-39,Day,42005007003
30-39,Dusk/Dawn,32005016836
30-39,Day,42005012108
30-39,Day,42005019509
30-39,Day,42005018672
30-39,Day,42005030071
30-39,Day,42005017674
30-39,Day,42005015044
30-39,Day,42005016651
30-39,Dark Street lights on,52005017707
30-39,Day,32005024892
30-39,Dark Street lights on,32005022399
30-39,Dark Street lights on,32005030616
30-39,Dusk/Dawn,32005013076
30-39,Day,52005028014
30-39,Dark No street lights,52005031474
30-39,Day,52005026788
30-39,Day,32005026750
30-39,Dusk/Dawn,42005023631
30-39,Day,42005009424
30-39,Dusk/Dawn,42005007523
30-39,Day,42005009417
30-39,Day,52005005724
30-39,Day,32005026934
30-39,Day,42005012303
30-39,Dark Street lights on,42005021791
30-39,Dusk/Dawn,52005003265
30-39,Day,42005031811
30-39,Dusk/Dawn,32005018435
30-39,Day,32005037247
30-39,Day,52005030503
30-39,Day,52005041521
30-39,Day,32005008444
30-39,Dark Street lights on,52005022436
30-39,Day,42005028010
30-39,Day,52005012911
30-39,Day,32005030614
30-39,Day,52005032089
30-39,Day,32005025659
30-39,Day,42005021489
40-49,Day,32005030059
40-49,Dark Street lights on,32005032603
40-49,Day,32005042988
40-49,Day,42005001898
40-49,Dusk/Dawn,42005030811
40-49,Day,42005002576
40-49,Dark Street lights on,32005019963
40-49,Day,52005004976
40-49,Day,52005032454
40-49,Day,52005040140
40-49,Day,32005008429
40-49,Dark Street lights on,42005014087
40-49,Day,42005016663
40-49,Dark Street lights on,32005033047
40-49,Day,42005014610
40-49,Day,32005015420
40-49,Dusk/Dawn,42005020359
40-49,Day,52005027228
40-49,Day,42005020001
40-49,Day,32005039950
40-49,Day,32005011707
40-49,Day,42005006187
40-49,Dark Street lights on,42005005785
40-49,Day,52005028976
40-49,Dark Street lights on,42005008745
40-49,Dark Street lights on,32005018051
40-49,Day,32005008414
40-49,Day,32005037169
40-49,Day,32005002817
40-49,Day,32005027758
40-49,Dusk/Dawn,42005025835
40-49,Day,52005041617
40-49,Day,42005024814
40-49,Day,52005005545
40-49,Dark Street lights on,32005023587
40-49,Day,52005005287
40-49,Day,42005032432
40-49,Dark Street lights on,32005015229
40-49,Day,32005012712
40-49,Day,32005005050
40-49,Day,42005012487
40-49,Day,32005026045
40-49,Day,32005024343
40-49,Dark Street lights on,52005017050
40-49,Day,52005012133
40-49,Dusk/Dawn,42005031620
40-49,Day,52005038244
40-49,Day,42005013023
40-49,Day,42005028197
40-49,Day,42005007288
40-49,Day,32005040131
40-49,Day,32005027090
40-49,Dusk/Dawn,42005013376
40-49,Day,52005040921
40-49,Day,42005007852
40-49,Day,52005018543
40-49,Day,52005002077
40-49,Dark Street lights on,32005028605
40-49,Dusk/Dawn,32005022631
40-49,Day,42005023894
40-49,Dusk/Dawn,32005025439
40-49,Day,32005024104
40-49,Day,52005038075
40-49,Day,52005010266
40-49,Day,32005026502
40-49,Day,32005007613
40-49,Day,42005031385
40-49,Day,32005037493
40-49,Day,52005042030
50-59,Dusk/Dawn,32005015426
50-59,Day,52005007265
50-59,Day,52005033895
50-59,Day,32005035212
50-59,Day,42005028864
50-59,Day,52005037064
50-59,Day,32005007325
50-59,Dark No street lights,42005030459
50-59,Day,32005007353
50-59,Day,42005024938
50-59,Day,42005033292
50-59,Day,52005015822
50-59,Day,42005008760
50-59,Day,42005008340
50-59,Dusk/Dawn,52005023799
50-59,Day,42005019159
50-59,Dark Street lights on,32005018989
50-59,Day,42005010176
50-59,Day,42005012089
50-59,Day,42005006869
50-59,Day,42005016414
50-59,Day,52005016722
50-59,Dark Street lights on,52005023782
50-59,Dark Street lights on,52005038762
50-59,Dark No street lights,52005005383
50-59,Day,52005020221
50-59,Day,42005016137
50-59,Day,42005013306
50-59,Day,42005029915
50-59,Day,42005033882
50-59,Day,52005018197
50-59,Dusk/Dawn,52005035082
50-59,Dark Street lights on,52005018170
50-59,Day,32005023080
50-59,Day,52005004132
50-59,Dusk/Dawn,42005024967
50-59,Day,52005039253
50-59,Day,42005009458
50-59,Day,52005038229
50-59,Day,52005034197
50-59,Day,42005010938
50-59,Day,52005041221
60-64,Day,32005002393
60-64,Day,42005034036
60-64,Day,52005032118
60-64,Day,32005021646
60-64,Dark Street lights on,52005018202
60-64,Day,52005007575
60-64,Day,52005011314
60-64,Day,52005012189
60-64,Dusk/Dawn,32005022420
60-64,Day,42005002452
60-64,Day,52005003260
64-69,Day,42005018979
64-69,Day,32005043006
64-69,Day,32005012812
64-69,Day,52005003246
64-69,Day,32005010348
70+,Day,42005026608
70+,Day,42005018667
70+,Day,52005019558
70+,Day,42005017372
70+,Day,42005002226
70+,Day,52005008604
70+,Day,42005023297
70+,Day,42005018691
70+,Day,52005039903
70+,Day,32005010581
30-39,Dark Street lights on,32005008454
17-21,Day,42005008760
17-21,Day,52005038422
22-25,Day,42005008770
26-29,Day,52005026810
26-29,Dark Street lights on,42005031626
30-39,Dusk/Dawn,42005015270
30-39,Day,42005030071
30-39,Day,42005009465
40-49,Day,32005011222
40-49,Day,42005016173
40-49,Day,32005038504
40-49,Dark Street lights off,32005013758
50-59,Day,32005026720
50-59,Day,32005041573
50-59,Dusk/Dawn,42005021298
50-59,Day,42005007855
50-59,Day,42005032437
50-59,Day,42005002452
50-59,Day,42005008600
50-59,Day,52005013345
60-64,Day,52005026886
70+,Day,52005017715
17-21,Day,52005006245
17-21,Dusk/Dawn,52005013331
22-25,Day,42005017652
26-29,Day,52005011348
30-39,Dark Street lights on,32005022062
30-39,Dark No street lights,42005024954
30-39,Day,42005022439
30-39,Day,42005009465
50-59,Day,42005018526
50-59,Dark Street lights on,32005026224
60-64,Day,32005035589
17-21,Day,42005012887
22-25,Day,52005011348
30-39,Day,42005027547
17-21,Dark Street lights on,52005031220
22-25,Dark Street lights on,52005036444
50-59,Day,52005032268
22-25,Dusk/Dawn,42005025086
26-29,Day,52005028580
50-59,Dark Street lights on,42005033847
30-39,Day,32005022930
26-29,Day,32005011702
17-21,Day,42005005812
17-21,Dark Street lights on,52005008537
17-21,Day,32005009386
17-21,Dark Street lights on,32005035250
17-21,Day,52005005324
17-21,Day,32005006150
17-21,Dark Street lights on,32005030628
17-21,Day,42005012479
22-25,Dark No street lights,42005012471
22-25,Day,32005016130
26-29,Day,32005005211
26-29,Day,52005026381
30-39,Day,42005032892
30-39,Day,52005031208
30-39,Day,52005022427
30-39,Dark No street lights,52005008084
30-39,Dusk/Dawn,42005015270
30-39,Dusk/Dawn,42005027162
40-49,Day,52005041768
40-49,Day,32005016288
40-49,Dark Street lights on,52005004600
40-49,Day,52005034554
50-59,Day,32005015409
50-59,Day,42005009432
50-59,Dark Street lights on,52005031056
50-59,Dusk/Dawn,32005025876
50-59,Day,52005026810
60-64,Dark No street lights,32005022943
70+,Dark Street lights on,32005018816
70+,Day,32005015730
70+,Dusk/Dawn,32005029710
70+,Day,52005008105
17-21,Day,52005032320
17-21,Day,52005022156
17-21,Dark Street lights on,52005041142
17-21,Dark No street lights,32005017528
17-21,Day,52005023372
17-21,Dusk/Dawn,52005013271
17-21,Day,52005035074
17-21,Day,42005011663
17-21,Day,52005004780
17-21,Dark No street lights,42005014027
17-21,Day,52005026855
17-21,Dusk/Dawn,32005031158
17-21,Day,42005020376
17-21,Day,52005025362
17-21,Day,32005040038
17-21,Day,32005021263
17-21,Day,32005021826
17-21,Day,42005009185
17-21,Day,32005015600
17-21,Dusk/Dawn,32005011467
17-21,Day,32005024299
17-21,Dark Street lights on,42005025293
17-21,Day,42005004403
17-21,Dusk/Dawn,42005017406
17-21,Day,42005026269
17-21,Day,42005027684
17-21,Day,42005018332
17-21,Day,42005016303
17-21,Dusk/Dawn,32005028658
17-21,Day,32005008268
17-21,Day,42005009592
17-21,Day,52005024246
17-21,Day,52005040263
17-21,Day,52005011568
17-21,Day,52005032125
17-21,Day,52005025998
17-21,Dusk/Dawn,52005028359
17-21,Day,52005017885
17-21,Dark Street lights on,32005021649
17-21,Dark Street lights on,42005018692
17-21,Day,32005012843
17-21,Day,32005035281
17-21,Dark Street lights on,42005024327
17-21,Dark Street lights on,42005017830
17-21,Day,42005018840
17-21,Day,52005004450
17-21,Day,52005028537
17-21,Day,32005036489
17-21,Dark Street lights on,32005031579
17-21,Day,52005006259
17-21,Day,52005012332
17-21,Dusk/Dawn,52005010619
17-21,Day,52005006434
17-21,Day,42005001732
17-21,Dark Street lights on,52005003751
17-21,Dark No street lights,52005015124
22-25,Day,42005008066
22-25,Day,32005035884
22-25,Day,32005008010
22-25,Day,32005015026
22-25,Day,32005004355
22-25,Dark Street lights on,42005020827
22-25,Day,32005010163
22-25,Dusk/Dawn,32005020462
22-25,Day,42005027346
22-25,Day,42005013981
22-25,Day,42005003321
22-25,Day,42005032746
22-25,Dark Street lights on,42005024747
22-25,Day,42005027019
22-25,Dark Street lights on,42005020884
22-25,Dark Street lights on,42005032740
22-25,Day,52005005120
22-25,Day,42005004395
22-25,Dark No street lights,52005007078
22-25,Dusk/Dawn,52005029403
22-25,Day,52005009934
22-25,Day,52005019177
22-25,Day,52005008597
22-25,Dark Street lights on,42005030255
22-25,Day,32005014383
22-25,Day,32005008256
22-25,Dark Street lights on,42005016341
22-25,Dusk/Dawn,32005024519
22-25,Day,42005007244
22-25,Dark Street lights on,52005019289
22-25,Dark Street lights on,42005032647
22-25,Dark Street lights on,42005019654
22-25,Dark Street lights on,42005023714
22-25,Day,52005008334
22-25,Dusk/Dawn,32005024526
22-25,Day,52005025985
22-25,Day,52005018206
22-25,Day,52005014837
22-25,Dark No street lights,42005026504
22-25,Day,32005030070
22-25,Dark Street lights on,32005031340
22-25,Dark Street lights on,32005037245
22-25,Day,32005042864
22-25,Day,32005026122
22-25,Day,42005008348
22-25,Day,32005009573
22-25,Dusk/Dawn,42005028314
22-25,Day,52005017409
22-25,Dusk/Dawn,42005024921
22-25,Day,42005013511
22-25,Dark Street lights on,42005003515
22-25,Day,52005010813
22-25,Dark No street lights,42005020825
22-25,Day,42005030062
22-25,Day,52005009008
22-25,Day,52005019851
22-25,Dusk/Dawn,52005009777
22-25,Dark Street lights on,52005028247
22-25,Day,32005042585
22-25,Dusk/Dawn,32005030201
22-25,Day,42005025649
22-25,Day,42005013129
22-25,Dark Street lights on,42005021925
22-25,Dark Street lights on,42005008011
22-25,Dusk/Dawn,42005023302
22-25,Day,32005033544
22-25,Dark Street lights on,52005021144
22-25,Day,42005032264
22-25,Day,32005041112
22-25,Day,32005038557
22-25,Day,52005015643
22-25,Day,52005014268
22-25,Day,52005010409
22-25,Dusk/Dawn,52005037745
22-25,Day,52005012476
26-29,Dark Street lights on,42005002690
26-29,Day,52005003217
26-29,Dusk/Dawn,32005029748
26-29,Day,32005023441
26-29,Day,32005033279
26-29,Day,42005032231
26-29,Day,42005003035
26-29,Day,32005008269
26-29,Day,42005003454
26-29,Dark Street lights on,42005025266
26-29,Day,52005008323
26-29,Day,52005003972
26-29,Day,32005037203
26-29,Day,52005037438
26-29,Unknown,52005007399
26-29,Dusk/Dawn,32005027624
26-29,Day,32005029332
26-29,Dusk/Dawn,32005039465
26-29,Day,42005005272
26-29,Dark Street lights on,42005023483
26-29,Day,52005036809
26-29,Day,52005037471
26-29,Dark Street lights on,52005025712
26-29,Day,52005014531
26-29,Day,52005009463
26-29,Dusk/Dawn,52005013668
26-29,Day,32005021255
26-29,Day,32005041352
26-29,Dark Street lights on,32005039987
26-29,Day,42005012702
26-29,Day,32005037708
26-29,Dark Street lights on,52005016312
26-29,Dusk/Dawn,42005005787
26-29,Dark Street lights on,52005043081
26-29,Day,42005003464
26-29,Day,32005040542
26-29,Day,42005032277
26-29,Day,52005037982
26-29,Day,52005042085
26-29,Day,52005004152
26-29,Day,52005023079
26-29,Day,32005028338
26-29,Day,42005030648
26-29,Dark Street lights on,32005007336
26-29,Dark Street lights on,32005028176
26-29,Dusk/Dawn,32005041815
26-29,Day,32005010066
26-29,Day,52005007257
26-29,Day,42005022043
26-29,Day,42005002212
26-29,Dark Street lights on,42005024345
26-29,Day,42005007242
26-29,Day,42005015590
26-29,Day,52005013543
26-29,Day,42005018481
26-29,Day,52005040641
26-29,Day,42005017253
26-29,Day,32005022615
26-29,Day,32005022482
26-29,Dark Street lights on,42005030797
26-29,Day,52005031672
26-29,Day,52005006211
26-29,Day,52005033094
26-29,Day,32005043163
26-29,Dark Street lights on,42005021903
26-29,Day,42005004918
26-29,Day,42005032650
26-29,Day,32005010173
26-29,Day,52005023497
26-29,Day,32005040146
26-29,Day,32005009972
26-29,Day,32005011226
26-29,Dark Street lights on,42005013128
26-29,Day,42005011734
26-29,Day,42005014293
26-29,Dark Street lights on,42005026284
26-29,Day,42005022127
26-29,Dusk/Dawn,42005004537
26-29,Day,52005011809
26-29,Day,52005004473
26-29,Day,52005007681
26-29,Day,52005011656
26-29,Day,32005028240
26-29,Day,42005006230
26-29,Day,52005026078
26-29,Day,42005005817
30-39,Dark Street lights on,32005012623
30-39,Day,32005019117
30-39,Day,32005039931
30-39,Day,32005013599
30-39,Dark Street lights on,32005012983
30-39,Day,32005005421
30-39,Dusk/Dawn,52005021906
30-39,Dark Street lights on,42005007668
30-39,Day,42005026947
30-39,Day,52005029859
30-39,Day,42005002856
30-39,Day,42005029071
30-39,Dusk/Dawn,32005002980
30-39,Day,32005011693
30-39,Dark Street lights on,32005018260
30-39,Day,42005001965
30-39,Day,52005028031
30-39,Day,52005033565
30-39,Day,52005042082
30-39,Dark Street lights on,52005015792
30-39,Day,52005024666
30-39,Dark No street lights,52005020203
30-39,Dusk/Dawn,52005010390
30-39,Dark Street lights on,32005006036
30-39,Day,32005020309
30-39,Day,32005031552
30-39,Day,42005011041
30-39,Day,42005024696
30-39,Day,52005003773
30-39,Day,52005008482
30-39,Dusk/Dawn,52005027269
30-39,Day,52005018703
30-39,Day,52005023932
30-39,Day,52005031812
30-39,Dark Street lights on,52005025329
30-39,Dusk/Dawn,32005033453
